sno,search_key,display_key,description,additional _notes,sec_recommendation,link_external,link_internal
,,SetClientTimeZoneInformation,kernal32.dll,,,,
,,SetComPlusPackageInstallStatus,kernal32.dll,,,,
,,SetCommBreak,kernal32.dll,,,,
,,SetCommConfig,kernal32.dll,,,,
,,SetCommMask,kernal32.dll,,,,
,,SetCommState,kernal32.dll,,,,
,,SetCommTimeouts,kernal32.dll,,,,
,,SetComputerNameA,kernal32.dll,,,,
,,SetComputerNameEx2W,kernal32.dll,,,,
,,SetComputerNameExA,kernal32.dll,,,,
,,SetComputerNameExW,kernal32.dll,,,,
,,SetComputerNameW,kernal32.dll,,,,
,,SetConsoleActiveScreenBuffer,kernal32.dll,,,,
,,SetConsoleCP,kernal32.dll,,,,
,,SetConsoleCommandHistoryMode,kernal32.dll,,,,
,,SetConsoleCtrlHandler,kernal32.dll,,,,
,,SetConsoleCursor,kernal32.dll,,,,
,,SetConsoleCursorInfo,kernal32.dll,,,,
,,SetConsoleCursorMode,kernal32.dll,,,,
,,SetConsoleCursorPosition,kernal32.dll,,,,
,,SetConsoleDisplayMode,kernal32.dll,,,,
,,SetConsoleFont,kernal32.dll,,,,
,,SetConsoleHardwareState,kernal32.dll,,,,
,,SetConsoleHistoryInfo,kernal32.dll,,,,
,,SetConsoleIcon,kernal32.dll,,,,
,,SetConsoleInputExeNameA,kernal32.dll,,,,
,,SetConsoleInputExeNameW,kernal32.dll,,,,
,,SetConsoleKeyShortcuts,kernal32.dll,,,,
,,SetConsoleLocalEUDC,kernal32.dll,,,,
,,SetConsoleMaximumWindowSize,kernal32.dll,,,,
,,SetConsoleMenuClose,kernal32.dll,,,,
,,SetConsoleMode,kernal32.dll,,,,
,,SetConsoleNlsMode,kernal32.dll,,,,
,,SetConsoleNumberOfCommandsA,kernal32.dll,,,,
,,SetConsoleNumberOfCommandsW,kernal32.dll,,,,
,,SetConsoleOS2OemFormat,kernal32.dll,,,,
,,SetConsoleOutputCP,kernal32.dll,,,,
,,SetConsolePalette,kernal32.dll,,,,
,,SetConsoleScreenBufferInfoEx,kernal32.dll,,,,
,,SetConsoleScreenBufferSize,kernal32.dll,,,,
,,SetConsoleTextAttribute,kernal32.dll,,,,
,,SetConsoleTitleA,kernal32.dll,,,,
,,SetConsoleTitleW,kernal32.dll,,,,
,,SetConsoleWindowInfo,kernal32.dll,,,,
,,SetCriticalSectionSpinCount,kernal32.dll,,,,
,,SetCurrentConsoleFontEx,kernal32.dll,,,,
,,SetCurrentDirectoryA,kernal32.dll,,,,
,,SetCurrentDirectoryW,kernal32.dll,,,,
,,SetDaylightFlag,kernal32.dll,,,,
,,SetDefaultCommConfigA,kernal32.dll,,,,
,,SetDefaultCommConfigW,kernal32.dll,,,,
,,SetDefaultDllDirectories,kernal32.dll,,,,
,,SetDllDirectoryA,kernal32.dll,,,,
,,SetDllDirectoryW,kernal32.dll,,,,
,,SetDynamicTimeZoneInformation,kernal32.dll,,,,
,,SetEndOfFile,kernal32.dll,,,,
,,SetEnvironmentStringsA,kernal32.dll,,,,
,,SetEnvironmentStringsW,kernal32.dll,,,,
,,SetEnvironmentVariableA,kernal32.dll,,,,
,,SetEnvironmentVariableW,kernal32.dll,,,,
,,SetErrorMode,kernal32.dll,,,,
,,SetEvent,kernal32.dll,,,,
,,SetEventWhenCallbackReturns,kernal32.dll,,,,
,,SetExtendedFeaturesMask,kernal32.dll,,,,
,,SetFileApisToANSI,kernal32.dll,,,,
,,SetFileApisToOEM,kernal32.dll,,,,
,,SetFileAttributesA,kernal32.dll,,,,
,,SetFileAttributesTransactedA,kernal32.dll,,,,
,,SetFileAttributesTransactedW,kernal32.dll,,,,
,,SetFileAttributesW,kernal32.dll,,,,
,,SetFileBandwidthReservation,kernal32.dll,,,,
,,SetFileCompletionNotificationModes,kernal32.dll,,,,
,,SetFileInformationByHandle,kernal32.dll,,,,
,,SetFileIoOverlappedRange,kernal32.dll,,,,
,,SetFilePointer,kernal32.dll,,,,
,,SetFilePointerEx,kernal32.dll,,,,
,,SetFileShortNameA,kernal32.dll,,,,
,,SetFileShortNameW,kernal32.dll,,,,
,,SetFileTime,kernal32.dll,,,,
,,SetFileValidData,kernal32.dll,,,,
,,SetFirmwareEnvironmentVariableA,kernal32.dll,,,,
,,SetFirmwareEnvironmentVariableExA,kernal32.dll,,,,
,,SetFirmwareEnvironmentVariableExW,kernal32.dll,,,,
,,SetFirmwareEnvironmentVariableW,kernal32.dll,,,,
,,SetHandleContext,kernal32.dll,,,,
,,SetHandleCount,kernal32.dll,,,,
,,SetHandleInformation,kernal32.dll,,,,
,,SetInformationJobObject,kernal32.dll,,,,
,,SetIoRateControlInformationJobObject,kernal32.dll,,,,
,,SetLastConsoleEventActive,kernal32.dll,,,,
,,SetLastError,kernal32.dll,,,,
,,SetLocalPrimaryComputerNameA,kernal32.dll,,,,
,,SetLocalPrimaryComputerNameW,kernal32.dll,,,,
,,SetLocalTime,kernal32.dll,,,,
,,SetLocaleInfoA,kernal32.dll,,,,
,,SetLocaleInfoW,kernal32.dll,,,,
,,SetMailslotInfo,kernal32.dll,,,,
,,SetMessageWaitingIndicator,kernal32.dll,,,,
,,SetNamedPipeAttribute,kernal32.dll,,,,
,,SetNamedPipeHandleState,kernal32.dll,,,,
,,SetPriorityClass,kernal32.dll,,,,
,,SetProcessAffinityMask,kernal32.dll,,,,
,,SetProcessAffinityUpdateMode,kernal32.dll,,,,
,,SetProcessDEPPolicy,kernal32.dll,,,,
,,SetProcessDefaultCpuSets,kernal32.dll,,,,
,,SetProcessInformation,kernal32.dll,,,,
,,SetProcessMitigationPolicy,kernal32.dll,,,,
,,SetProcessPreferredUILanguages,kernal32.dll,,,,
,,SetProcessPriorityBoost,kernal32.dll,,,,
,,SetProcessShutdownParameters,kernal32.dll,,,,
,,SetProcessUserModeExceptionPolicy,kernal32.dll,,,,
,,SetProcessWorkingSetSize,kernal32.dll,,,,
,,SetProcessWorkingSetSizeEx,kernal32.dll,,,,
,,SetProtectedPolicy,kernal32.dll,,,,
,,SetRoamingLastObservedChangeTime,kernal32.dll,,,,
,,SetSearchPathMode,kernal32.dll,,,,
,,SetStateVersion,kernal32.dll,,,,
,,SetStdHandle,kernal32.dll,,,,
,,SetStdHandleEx,kernal32.dll,,,,
,,SetSystemFileCacheSize,kernal32.dll,,,,
,,SetSystemPowerState,kernal32.dll,,,,
,,SetSystemTime,kernal32.dll,,,,
,,SetSystemTimeAdjustment,kernal32.dll,,,,
,,SetTapeParameters,kernal32.dll,,,,
,,SetTapePosition,kernal32.dll,,,,
,,SetTaskmonControl (122),kernal32.dll,,,,
,,SetTermsrvAppInstallMode,kernal32.dll,,,,
,,SetThreadAffinityMask,kernal32.dll,,,,
,,SetThreadContext,kernal32.dll,,,,
,,SetThreadErrorMode,kernal32.dll,,,,
,,SetThreadExecutionState,kernal32.dll,,,,
,,SetThreadGroupAffinity,kernal32.dll,,,,
,,SetThreadIdealProcessor,kernal32.dll,,,,
,,SetThreadIdealProcessorEx,kernal32.dll,,,,
,,SetThreadInformation,kernal32.dll,,,,
,,SetThreadLocale,kernal32.dll,,,,
,,SetThreadPreferredUILanguages,kernal32.dll,,,,
,,SetThreadPriority,kernal32.dll,,,,
,,SetThreadPriorityBoost,kernal32.dll,,,,
,,SetThreadSelectedCpuSets,kernal32.dll,,,,
,,SetThreadStackGuarantee,kernal32.dll,,,,
,,SetThreadToken,kernal32.dll,,,,
,,SetThreadUILanguage,kernal32.dll,,,,
,,SetThreadpoolStackInformation,kernal32.dll,,,,
,,SetThreadpoolThreadMaximum,kernal32.dll,,,,
,,SetThreadpoolThreadMinimum,kernal32.dll,,,,
,,SetThreadpoolTimer,kernal32.dll,,,,
,,SetThreadpoolTimerEx,kernal32.dll,,,,
,,SetThreadpoolWait,kernal32.dll,,,,
,,SetThreadpoolWaitEx,kernal32.dll,,,,
,,SetTimeZoneInformation,kernal32.dll,,,,
,,SetTimerQueueTimer,kernal32.dll,,,,
,,SetUmsThreadInformation,kernal32.dll,,,,
,,SetUnhandledExceptionFilter,kernal32.dll,,,,
,,SetUserGeoID,kernal32.dll,,,,
,,SetVDMCurrentDirectories,kernal32.dll,,,,
,,SetVolumeLabelA,kernal32.dll,,,,
,,SetVolumeLabelW,kernal32.dll,,,,
,,SetVolumeMountPointA,kernal32.dll,,,,
,,SetVolumeMountPointW,kernal32.dll,,,,
,,SetVolumeMountPointWStub,kernal32.dll,,,,
,,SetWaitableTimer,kernal32.dll,,,,
,,SetWaitableTimerEx,kernal32.dll,,,,
,,SetXStateFeaturesMask,kernal32.dll,,,,
,,SetupComm,kernal32.dll,,,,
,,ShowConsoleCursor,kernal32.dll,,,,
,,SignalObjectAndWait,kernal32.dll,,,,
,,SignalSysMsgHandlers,kernal32.dll,,,,
,,SizeofResource,kernal32.dll,,,,
,,Sleep,kernal32.dll,,,,
,,SleepConditionVariableCS,kernal32.dll,,,,
,,SleepConditionVariableSRW,kernal32.dll,,,,
,,SleepEx,kernal32.dll,,,,
,,SortCloseHandle,kernal32.dll,,,,
,,SortGetHandle,kernal32.dll,,,,
,,StartThreadpoolIo,kernal32.dll,,,,
,,SubmitThreadpoolWork,kernal32.dll,,,,
,,SubscribeStateChangeNotification,kernal32.dll,,,,
,,SuspendThread,kernal32.dll,,,,
,,SwitchToFiber,kernal32.dll,,,,
,,SwitchToThread,kernal32.dll,,,,
,,SystemTimeToFileTime,kernal32.dll,,,,
,,SystemTimeToTzSpecificLocalTime,kernal32.dll,,,,
,,SystemTimeToTzSpecificLocalTimeEx,kernal32.dll,,,,
,,TerminateJobObject,kernal32.dll,,,,
,,TerminateProcess,kernal32.dll,,,,
,,TerminateThread,kernal32.dll,,,,
,,TerminateThreadEx (100),kernal32.dll,,,,
,,TermsrvAppInstallMode,kernal32.dll,,,,
,,TermsrvConvertSysRootToUserDir,kernal32.dll,,,,
,,TermsrvCreateRegEntry,kernal32.dll,,,,
,,TermsrvDeleteKey,kernal32.dll,,,,
,,TermsrvDeleteValue,kernal32.dll,,,,
,,TermsrvGetPreSetValue,kernal32.dll,,,,
,,TermsrvGetWindowsDirectoryA,kernal32.dll,,,,
,,TermsrvGetWindowsDirectoryW,kernal32.dll,,,,
,,TermsrvOpenRegEntry,kernal32.dll,,,,
,,TermsrvOpenUserClasses,kernal32.dll,,,,
,,TermsrvRestoreKey,kernal32.dll,,,,
,,TermsrvSetKeySecurity,kernal32.dll,,,,
,,TermsrvSetValueKey,kernal32.dll,,,,
,,TermsrvSyncUserIniFileExt,kernal32.dll,,,,
,,Thread32First,kernal32.dll,,,,
,,Thread32Next,kernal32.dll,,,,
,,ThunkConnect32,kernal32.dll,,,,
,,ThunkConnect32NonLocking (121),kernal32.dll,,,,
,,ThunkInitLS (43),kernal32.dll,,,,
,,ThunkInitLSF (41),kernal32.dll,,,,
,,ThunkInitSL (46),kernal32.dll,,,,
,,ThunkTheTemplateHandle (19),kernal32.dll,,,,
,,TlsAlloc,kernal32.dll,,,,
,,TlsAllocGlobal (102),kernal32.dll,,,,
,,TlsAllocInternal,kernal32.dll,,,,
,,TlsFree,kernal32.dll,,,,
,,TlsFreeGlobal (103),kernal32.dll,,,,
,,TlsFreeInternal,kernal32.dll,,,,
,,TlsGetValue,kernal32.dll,,,,
,,TlsSetValue,kernal32.dll,,,,
,,Toolhelp32ReadProcessMemory,kernal32.dll,,,,
,,TransactNamedPipe,kernal32.dll,,,,
,,TransmitCommChar,kernal32.dll,,,,
,,TrimVirtualBuffer,kernal32.dll,,,,
,,TryAcquireSRWLockExclusive,kernal32.dll,,,,
,,TryAcquireSRWLockShared,kernal32.dll,,,,
,,TryEnterCriticalSection,kernal32.dll,,,,
,,TrySubmitThreadpoolCallback,kernal32.dll,,,,
,,TzSpecificLocalTimeToSystemTime,kernal32.dll,,,,
,,TzSpecificLocalTimeToSystemTimeEx,kernal32.dll,,,,
,,UTRegister,kernal32.dll,,,,
,,UTUnRegister,kernal32.dll,,,,
,,UmsThreadYield,kernal32.dll,,,,
,,UnMapLS,kernal32.dll,,,,
,,UnMapLSFixArray,kernal32.dll,,,,
,,UnhandledExceptionFilter,kernal32.dll,,,,
,,UninitializeCriticalSection,kernal32.dll,,,,
,,UnlockFile,kernal32.dll,,,,
,,UnlockFileEx,kernal32.dll,,,,
,,UnmapViewOfFile,kernal32.dll,,,,
,,UnmapViewOfFileEx,kernal32.dll,,,,
,,UnregisterApplicationRecoveryCallback,kernal32.dll,,,,
,,UnregisterApplicationRestart,kernal32.dll,,,,
,,UnregisterBadMemoryNotification,kernal32.dll,,,,
,,UnregisterConsoleIME,kernal32.dll,,,,
,,UnregisterStateChangeNotification,kernal32.dll,,,,
,,UnregisterStateLock,kernal32.dll,,,,
,,UnregisterWait,kernal32.dll,,,,
,,UnregisterWaitEx,kernal32.dll,,,,
,,UnregisterWaitUntilOOBECompleted,kernal32.dll,,,,
,,UnsubscribeStateChangeNotification,kernal32.dll,,,,
,,UpdateCalendarDayOfWeek,kernal32.dll,,,,
,,UpdateProcThreadAttribute,kernal32.dll,,,,
,,UpdateResourceA,kernal32.dll,,,,
,,UpdateResourceW,kernal32.dll,,,,
,,VDMConsoleOperation,kernal32.dll,,,,
,,VDMOperationStarted,kernal32.dll,,,,
,,ValidateLCType,kernal32.dll,,,,
,,ValidateLocale,kernal32.dll,,,,
,,VerLanguageNameA,kernal32.dll,,,,
,,VerLanguageNameW,kernal32.dll,,,,
,,VerSetConditionMask,kernal32.dll,,,,
,,VerifyConsoleIoHandle,kernal32.dll,,,,
,,VerifyScripts,kernal32.dll,,,,
,,VerifyVersionInfoA,kernal32.dll,,,,
,,VerifyVersionInfoW,kernal32.dll,,,,
,,VirtualAlloc,kernal32.dll,,,,
,,VirtualAllocEx,kernal32.dll,,,,
,,VirtualAllocExNuma,kernal32.dll,,,,
,,VirtualBufferExceptionHandler,kernal32.dll,,,,
,,VirtualFree,kernal32.dll,,,,
,,VirtualFreeEx,kernal32.dll,,,,
,,VirtualLock,kernal32.dll,,,,
,,VirtualProtect,kernal32.dll,,,,
,,VirtualProtectEx,kernal32.dll,,,,
,,VirtualQuery,kernal32.dll,,,,
,,VirtualQueryEx,kernal32.dll,,,,
,,VirtualUnlock,kernal32.dll,,,,
,,VxDCall (1),kernal32.dll,,,,
,,VxDCall1 (2),kernal32.dll,,,,
,,VxDCall2 (3),kernal32.dll,,,,
,,VxDCall3 (4),kernal32.dll,,,,
,,VxDCall4 (5),kernal32.dll,,,,
,,VxDCall5 (6),kernal32.dll,,,,
,,VxDCall6 (7),kernal32.dll,,,,
,,VxDCall7 (8),kernal32.dll,,,,
,,VxDCall8 (9),kernal32.dll,,,,
,,W32S_BackTo32 (51),kernal32.dll,,,,
,,WOWCallback16 (54),kernal32.dll,,,,
,,WOWCallback16Ex (55),kernal32.dll,,,,
,,WOWDirectedYield16 (67),kernal32.dll,,,,
,,WOWGetDescriptor (70),kernal32.dll,,,,
,,WOWGetVDMPointer (56),kernal32.dll,,,,
,,WOWGetVDMPointerFix (68),kernal32.dll,,,,
,,WOWGetVDMPointerUnfix (69),kernal32.dll,,,,
,,WOWGlobalAlloc16 (59),kernal32.dll,,,,
,,WOWGlobalAllocLock16 (63),kernal32.dll,,,,
,,WOWGlobalFree16 (62),kernal32.dll,,,,
,,WOWGlobalLock16 (60),kernal32.dll,,,,
,,WOWGlobalLockSize16 (65),kernal32.dll,,,,
,,WOWGlobalUnlock16 (61),kernal32.dll,,,,
,,WOWGlobalUnlockFree16 (64),kernal32.dll,,,,
,,WOWHandle16 (58),kernal32.dll,,,,
,,WOWHandle32 (57),kernal32.dll,,,,
,,WOWYield16 (66),kernal32.dll,,,,
,,WTSGetActiveConsoleSessionId,kernal32.dll,,,,
,,WaitCommEvent,kernal32.dll,,,,
,,WaitForDebugEvent,kernal32.dll,,,,
,,WaitForDebugEventEx,kernal32.dll,,,,
,,WaitForMultipleObjects,kernal32.dll,,,,
,,WaitForMultipleObjectsEx,kernal32.dll,,,,
,,WaitForSingleObject,kernal32.dll,,,,
,,WaitForSingleObjectEx,kernal32.dll,,,,
,,WaitForThreadpoolIoCallbacks,kernal32.dll,,,,
,,WaitForThreadpoolTimerCallbacks,kernal32.dll,,,,
,,WaitForThreadpoolWaitCallbacks,kernal32.dll,,,,
,,WaitForThreadpoolWorkCallbacks,kernal32.dll,,,,
,,WaitNamedPipeA,kernal32.dll,,,,
,,WaitNamedPipeW,kernal32.dll,,,,
,,WakeAllConditionVariable,kernal32.dll,,,,
,,WakeConditionVariable,kernal32.dll,,,,
,,WerGetFlags,kernal32.dll,,,,
,,WerGetFlagsWorker,kernal32.dll,,,,
,,WerRegisterFile,kernal32.dll,,,,
,,WerRegisterFileWorker,kernal32.dll,,,,
,,WerRegisterMemoryBlock,kernal32.dll,,,,
,,WerRegisterMemoryBlockWorker,kernal32.dll,,,,
,,WerRegisterRuntimeExceptionModule,kernal32.dll,,,,
,,WerRegisterRuntimeExceptionModuleWorker,kernal32.dll,,,,
,,WerSetFlags,kernal32.dll,,,,
,,WerSetFlagsWorker,kernal32.dll,,,,
,,WerUnregisterFile,kernal32.dll,,,,
,,WerUnregisterFileWorker,kernal32.dll,,,,
,,WerUnregisterMemoryBlock,kernal32.dll,,,,
,,WerUnregisterMemoryBlockWorker,kernal32.dll,,,,
,,WerUnregisterRuntimeExceptionModule,kernal32.dll,,,,
,,WerUnregisterRuntimeExceptionModuleWorker,kernal32.dll,,,,
,,WerpCleanupMessageMapping,kernal32.dll,,,,
,,WerpGetDebugger,kernal32.dll,,,,
,,WerpInitiateRemoteRecovery,kernal32.dll,,,,
,,WerpLaunchAeDebug,kernal32.dll,,,,
,,WerpNotifyLoadStringResource,kernal32.dll,,,,
,,WerpNotifyLoadStringResourceEx,kernal32.dll,,,,
,,WerpNotifyLoadStringResourceWorker,kernal32.dll,,,,
,,WerpNotifyUseStringResource,kernal32.dll,,,,
,,WerpNotifyUseStringResourceWorker,kernal32.dll,,,,
,,WerpStringLookup,kernal32.dll,,,,
,,WideCharToMultiByte,kernal32.dll,,,,
,,Win32HandleToDosFileHandle (21),kernal32.dll,,,,
,,WinExec,kernal32.dll,,,,
,,Wow64DisableWow64FsRedirection,kernal32.dll,,,,
,,Wow64EnableWow64FsRedirection,kernal32.dll,,,,
,,Wow64GetThreadContext,kernal32.dll,,,,
,,Wow64GetThreadSelectorEntry,kernal32.dll,,,,
,,Wow64RevertWow64FsRedirection,kernal32.dll,,,,
,,Wow64SetThreadContext,kernal32.dll,,,,
,,Wow64SuspendThread,kernal32.dll,,,,
,,WriteConsoleA,kernal32.dll,,,,
,,WriteConsoleInputA,kernal32.dll,,,,
,,WriteConsoleInputVDMA,kernal32.dll,,,,
,,WriteConsoleInputVDMW,kernal32.dll,,,,
,,WriteConsoleInputW,kernal32.dll,,,,
,,WriteConsoleOutputA,kernal32.dll,,,,
,,WriteConsoleOutputAttribute,kernal32.dll,,,,
,,WriteConsoleOutputCharacterA,kernal32.dll,,,,
,,WriteConsoleOutputCharacterW,kernal32.dll,,,,
,,WriteConsoleOutputW,kernal32.dll,,,,
,,WriteConsoleW,kernal32.dll,,,,
,,WriteFile,kernal32.dll,,,,
,,WriteFileEx,kernal32.dll,,,,
,,WriteFileGather,kernal32.dll,,,,
,,WritePrivateProfileSectionA,kernal32.dll,,,,
,,WritePrivateProfileSectionW,kernal32.dll,,,,
,,WritePrivateProfileStringA,kernal32.dll,,,,
,,WritePrivateProfileStringW,kernal32.dll,,,,
,,WritePrivateProfileStructA,kernal32.dll,,,,
,,WritePrivateProfileStructW,kernal32.dll,,,,
,,WriteProcessMemory,kernal32.dll,,,,
,,WriteProfileSectionA,kernal32.dll,,,,
,,WriteProfileSectionW,kernal32.dll,,,,
,,WriteProfileStringA,kernal32.dll,,,,
,,WriteProfileStringW,kernal32.dll,,,,
,,WriteStateAtomValue,kernal32.dll,,,,
,,WriteStateContainerValue,kernal32.dll,,,,
,,WriteTapemark,kernal32.dll,,,,
,,ZombifyActCtx,kernal32.dll,,,,
,,ZombifyActCtxWorker,kernal32.dll,,,,
,,_CheckNotSysLevel (94),kernal32.dll,,,,
,,_ConfirmSysLevel (95),kernal32.dll,,,,
,,_ConfirmWin16Lock (96),kernal32.dll,,,,
,,_DebugOut,kernal32.dll,,,,
,,_DebugPrintf,kernal32.dll,,,,
,,_EnterSysLevel (97),kernal32.dll,,,,
,,_LeaveSysLevel (98),kernal32.dll,,,,
,,_LeaveSysLevel_NoThk (86),kernal32.dll,,,,
,,__C_specific_handler,kernal32.dll,,,,
,,__chkstk,kernal32.dll,,,,
,,__misaligned_access,kernal32.dll,,,,
,,_hread,kernal32.dll,,,,
,,_hwrite,kernal32.dll,,,,
,,_lclose,kernal32.dll,,,,
,,_lcreat,kernal32.dll,,,,
,,_llseek,kernal32.dll,,,,
,,_local_unwind,kernal32.dll,,,,
,,_lopen,kernal32.dll,,,,
,,_lread,kernal32.dll,,,,
,,_lwrite,kernal32.dll,,,,
,,dprintf,kernal32.dll,,,,
,,k32CharToOemA (10),kernal32.dll,,,,
,,k32CharToOemBuffA (11),kernal32.dll,,,,
,,k32LoadStringA (14),kernal32.dll,,,,
,,k32OemToCharA (12),kernal32.dll,,,,
,,k32OemToCharBuffA (13),kernal32.dll,,,,
,,k32iswctype (117),kernal32.dll,,,,
,,k32towupper (118),kernal32.dll,,,,
,,k32wcscmp (114),kernal32.dll,,,,
,,k32wcsicmp (106),kernal32.dll,,,,
,,k32wcsncmp (115),kernal32.dll,,,,
,,k32wcsupr (107),kernal32.dll,,,,
,,k32wsprintfA (15),kernal32.dll,,,,
,,k32wvsprintfA (16),kernal32.dll,,,,
,,lstrcat,kernal32.dll,,,,
,,lstrcatA,kernal32.dll,,,,
,,lstrcatW,kernal32.dll,,,,
,,lstrchrA (108),kernal32.dll,,,,
,,lstrchrW (113),kernal32.dll,,,,
,,lstrcmp,kernal32.dll,,,,
,,lstrcmpA,kernal32.dll,,,,
,,lstrcmpW,kernal32.dll,,,,
,,lstrcmpi,kernal32.dll,,,,
,,lstrcmpiA,kernal32.dll,,,,
,,lstrcmpiW,kernal32.dll,,,,
,,lstrcpy,kernal32.dll,,,,
,,lstrcpyA,kernal32.dll,,,,
,,lstrcpyW,kernal32.dll,,,,
,,lstrcpyn,kernal32.dll,,,,
,,lstrcpynA,kernal32.dll,,,,
,,lstrcpynW,kernal32.dll,,,,
,,lstrcspnA (109),kernal32.dll,,,,
,,lstrlen,kernal32.dll,,,,
,,lstrlenA,kernal32.dll,,,,
,,lstrlenW,kernal32.dll,,,,
,,lstrncpyA (110),kernal32.dll,,,,
,,lstrncpyW (116),kernal32.dll,,,,
,,lstrrchrA (111),kernal32.dll,,,,
,,lstrstrA (112),kernal32.dll,,,,
,,lstrtolW (105),kernal32.dll,,,,
,,timeBeginPeriod,kernal32.dll,,,,
,,timeEndPeriod,kernal32.dll,,,,
,,timeGetDevCaps,kernal32.dll,,,,
,,timeGetSystemTime,kernal32.dll,,,,
,,timeGetTime,kernal32.dll,,,,
,,uaw_lstrcmpW,kernal32.dll,,,,
,,uaw_lstrcmpiW,kernal32.dll,,,,
,,uaw_lstrlenW,kernal32.dll,,,,
,,uaw_wcschr,kernal32.dll,,,,
,,uaw_wcscpy,kernal32.dll,,,,
,,uaw_wcsicmp,kernal32.dll,,,,
,,uaw_wcslen,kernal32.dll,,,,
,,uaw_wcsrchr,kernal32.dll,,,,
,,A_SHAFinal,advapi32.dll,,,,
,,A_SHAInit,advapi32.dll,,,,
,,A_SHAUpdate,advapi32.dll,,,,
,,AbortSystemShutdownA,advapi32.dll,,,,
,,AbortSystemShutdownW,advapi32.dll,,,,
,,AccessCheck,advapi32.dll,,,,
,,AccessCheckAndAuditAlarmA,advapi32.dll,,,,
,,AccessCheckAndAuditAlarmW,advapi32.dll,,,,
,,AccessCheckByType,advapi32.dll,,,,
,,AccessCheckByTypeAndAuditAlarmA,advapi32.dll,,,,
,,AccessCheckByTypeAndAuditAlarmW,advapi32.dll,,,,
,,AccessCheckByTypeResultList,advapi32.dll,,,,
,,AccessCheckByTypeResultListAndAuditAlarmA,advapi32.dll,,,,
,,AccessCheckByTypeResultListAndAuditAlarmByHandleA,advapi32.dll,,,,
,,AccessCheckByTypeResultListAndAuditAlarmByHandleW,advapi32.dll,,,,
,,AccessCheckByTypeResultListAndAuditAlarmW,advapi32.dll,,,,
,,AddAccessAllowedAce,advapi32.dll,,,,
,,AddAccessAllowedAceEx,advapi32.dll,,,,
,,AddAccessAllowedObjectAce,advapi32.dll,,,,
,,AddAccessDeniedAce,advapi32.dll,,,,
,,AddAccessDeniedAceEx,advapi32.dll,,,,
,,AddAccessDeniedObjectAce,advapi32.dll,,,,
,,AddAce,advapi32.dll,,,,
,,AddAuditAccessAce,advapi32.dll,,,,
,,AddAuditAccessAceEx,advapi32.dll,,,,
,,AddAuditAccessObjectAce,advapi32.dll,,,,
,,AddConditionalAce,advapi32.dll,,,,
,,AddMandatoryAce,advapi32.dll,,,,
,,AddUsersToEncryptedFile,advapi32.dll,,,,
,,AddUsersToEncryptedFileEx,advapi32.dll,,,,
,,AdjustTokenGroups,advapi32.dll,,,,
,,AdjustTokenPrivileges,advapi32.dll,,,,
,,AllocateAndInitializeSid,advapi32.dll,,,,
,,AllocateLocallyUniqueId,advapi32.dll,,,,
,,AreAllAccessesGranted,advapi32.dll,,,,
,,AreAnyAccessesGranted,advapi32.dll,,,,
,,AuditComputeEffectivePolicyBySid,advapi32.dll,,,,
,,AuditComputeEffectivePolicyByToken,advapi32.dll,,,,
,,AuditEnumerateCategories,advapi32.dll,,,,
,,AuditEnumeratePerUserPolicy,advapi32.dll,,,,
,,AuditEnumerateSubCategories,advapi32.dll,,,,
,,AuditFree,advapi32.dll,,,,
,,AuditLookupCategoryGuidFromCategoryId,advapi32.dll,,,,
,,AuditLookupCategoryIdFromCategoryGuid,advapi32.dll,,,,
,,AuditLookupCategoryNameA,advapi32.dll,,,,
,,AuditLookupCategoryNameW,advapi32.dll,,,,
,,AuditLookupSubCategoryNameA,advapi32.dll,,,,
,,AuditLookupSubCategoryNameW,advapi32.dll,,,,
,,AuditQueryGlobalSaclA,advapi32.dll,,,,
,,AuditQueryGlobalSaclW,advapi32.dll,,,,
,,AuditQueryPerUserPolicy,advapi32.dll,,,,
,,AuditQuerySecurity,advapi32.dll,,,,
,,AuditQuerySystemPolicy,advapi32.dll,,,,
,,AuditSetGlobalSaclA,advapi32.dll,,,,
,,AuditSetGlobalSaclW,advapi32.dll,,,,
,,AuditSetPerUserPolicy,advapi32.dll,,,,
,,AuditSetSecurity,advapi32.dll,,,,
,,AuditSetSystemPolicy,advapi32.dll,,,,
,,BackupEventLogA,advapi32.dll,,,,
,,BackupEventLogW,advapi32.dll,,,,
,,BaseRegCloseKey,advapi32.dll,,,,
,,BaseRegCreateKey,advapi32.dll,,,,
,,BaseRegDeleteKeyEx,advapi32.dll,,,,
,,BaseRegDeleteValue,advapi32.dll,,,,
,,BaseRegFlushKey,advapi32.dll,,,,
,,BaseRegGetVersion,advapi32.dll,,,,
,,BaseRegLoadKey,advapi32.dll,,,,
,,BaseRegOpenKey,advapi32.dll,,,,
,,BaseRegRestoreKey,advapi32.dll,,,,
,,BaseRegSaveKeyEx,advapi32.dll,,,,
,,BaseRegSetKeySecurity,advapi32.dll,,,,
,,BaseRegSetValue,advapi32.dll,,,,
,,BaseRegUnLoadKey,advapi32.dll,,,,
,,BuildAccessRequestA,advapi32.dll,,,,
,,BuildAccessRequestW,advapi32.dll,,,,
,,BuildExplicitAccessWithNameA,advapi32.dll,,,,
,,,advapi32.dll,,,,
,,BuildExplicitAccessWithNameW,advapi32.dll,,,,
,,,advapi32.dll,,,,
